Vardas              Pavarde                  Galutinis 
Vardas50739         Pavarde50739             5.43      
Vardas5074          Pavarde5074              7.68      
Vardas50740         Pavarde50740             5.09      
Vardas50741         Pavarde50741             6.81      
Vardas50742         Pavarde50742             5.32      
Vardas50744         Pavarde50744             6.28      
Vardas50745         Pavarde50745             7.32      
Vardas50746         Pavarde50746             7.76      
Vardas50748         Pavarde50748             8.08      
Vardas50749         Pavarde50749             7.56      
Vardas5075          Pavarde5075              6.24      
Vardas50750         Pavarde50750             6.73      
Vardas50751         Pavarde50751             5.03      
Vardas50752         Pavarde50752             6.91      
Vardas50753         Pavarde50753             7.31      
Vardas50754         Pavarde50754             5.08      
Vardas50756         Pavarde50756             7.77      
Vardas50757         Pavarde50757             5.48      
Vardas50758         Pavarde50758             7.89      
Vardas5076          Pavarde5076              7.01      
Vardas50760         Pavarde50760             6.21      
Vardas50761         Pavarde50761             5.71      
Vardas50766         Pavarde50766             5.49      
Vardas50768         Pavarde50768             7.75      
Vardas5077          Pavarde5077              7.48      
Vardas50770         Pavarde50770             8.40      
Vardas50771         Pavarde50771             6.60      
Vardas50772         Pavarde50772             6.17      
Vardas50777         Pavarde50777             6.79      
Vardas50779         Pavarde50779             7.77      
Vardas50780         Pavarde50780             7.04      
Vardas50783         Pavarde50783             7.43      
Vardas50785         Pavarde50785             5.56      
Vardas50790         Pavarde50790             6.96      
Vardas50792         Pavarde50792             8.05      
Vardas50793         Pavarde50793             8.09      
Vardas50794         Pavarde50794             8.05      
Vardas50796         Pavarde50796             7.67      
Vardas50797         Pavarde50797             5.76      
Vardas508           Pavarde508               6.20      
Vardas5080          Pavarde5080              7.20      
Vardas50800         Pavarde50800             6.24      
Vardas50801         Pavarde50801             7.51      
Vardas50803         Pavarde50803             7.47      
Vardas50805         Pavarde50805             6.11      
Vardas50806         Pavarde50806             7.27      
Vardas50807         Pavarde50807             8.05      
Vardas50808         Pavarde50808             6.99      
Vardas50810         Pavarde50810             7.91      
Vardas50811         Pavarde50811             7.23      
Vardas50812         Pavarde50812             5.11      
Vardas50813         Pavarde50813             5.11      
Vardas50814         Pavarde50814             6.12      
Vardas50815         Pavarde50815             8.69      
Vardas50816         Pavarde50816             8.35      
Vardas50819         Pavarde50819             6.11      
Vardas50821         Pavarde50821             8.29      
Vardas50822         Pavarde50822             7.69      
Vardas50828         Pavarde50828             5.76      
Vardas50829         Pavarde50829             7.40      
Vardas5083          Pavarde5083              7.53      
Vardas50831         Pavarde50831             6.99      
Vardas50832         Pavarde50832             6.04      
Vardas50833         Pavarde50833             7.40      
Vardas50834         Pavarde50834             5.52      
Vardas50836         Pavarde50836             6.77      
Vardas50839         Pavarde50839             6.31      
Vardas5084          Pavarde5084              6.52      
Vardas50841         Pavarde50841             6.44      
Vardas50842         Pavarde50842             7.60      
Vardas50847         Pavarde50847             8.27      
Vardas5085          Pavarde5085              6.00      
Vardas50853         Pavarde50853             7.09      
Vardas50854         Pavarde50854             7.16      
Vardas50855         Pavarde50855             7.48      
Vardas50856         Pavarde50856             6.23      
Vardas50858         Pavarde50858             7.64      
Vardas50859         Pavarde50859             8.08      
Vardas50861         Pavarde50861             5.59      
Vardas50862         Pavarde50862             8.51      
Vardas50863         Pavarde50863             8.43      
Vardas50864         Pavarde50864             5.47      
Vardas5087          Pavarde5087              7.27      
Vardas50870         Pavarde50870             6.44      
Vardas50871         Pavarde50871             5.28      
Vardas50872         Pavarde50872             7.07      
Vardas50873         Pavarde50873             5.88      
Vardas50874         Pavarde50874             8.21      
Vardas50878         Pavarde50878             7.56      
Vardas50880         Pavarde50880             8.09      
Vardas50881         Pavarde50881             5.89      
Vardas50882         Pavarde50882             8.29      
Vardas50884         Pavarde50884             5.73      
Vardas50889         Pavarde50889             5.65      
Vardas50890         Pavarde50890             8.35      
Vardas50892         Pavarde50892             8.53      
Vardas50893         Pavarde50893             8.13      
Vardas50895         Pavarde50895             6.03      
Vardas50896         Pavarde50896             7.44      
Vardas50897         Pavarde50897             7.89      
Vardas509           Pavarde509               8.75      
Vardas5090          Pavarde5090              6.64      
Vardas50901         Pavarde50901             7.93      
Vardas50904         Pavarde50904             6.23      
Vardas50909         Pavarde50909             5.23      
